Rating,Review Date,Employee,Description
4.0,"Dec 16, 2015","Former  Senior Lead Software Engineer  in Redmond, Washington State","[' When they changed from covering everything to only the min. Nobody at MS was happy. We had the best package, then it went to the mmmm....ok package. That was brutal for us because we had to keep track of everything on top of being top performers. Just another thing to keep track of.']"
3.0,"Dec 15, 2015","Current  User Experience Designer  in Redmond, Washington State",[' None- I am a contractor. All benefits go through my agency.']
4.0,"Dec 13, 2015","Current  Employee  in Redmond, Washington State",[' Annual merit based bonuses are the best thing for hi performers. Health insurance is crap now']
4.0,"Dec 12, 2015","Current  Employee  in Redmond, Washington State","[' Microsoft still has a great benefits package, even though the employees have to cover part of the medical cost now.']"
3.0,"Dec 12, 2015","Former  Employee  in Redmond, Washington State","["" The health care benefits are good but if you don't make it be the cut off time in after the 90th day, you would have to wait until the new year to sign up""]"
5.0,"Dec 11, 2015","Former  Senior Software Development Engineer  in Bellevue, Washington State",[' Medical coverage is the best I have ever had.']
5.0,"Dec 10, 2015","Former  Reporting Analyst  in Redmond, Washington State",[' Vendor - so no benefits']
5.0,"Dec 10, 2015","Current  Employee  in Redmond, Washington State",[' Microsoft is one of the very few companies providing coverage for ABA services dependents diagnosed with autism']
5.0,"Dec 10, 2015","Current  Senior Premier Field Engineer  in Irvine, California","[' HR packages are changing drastically and we are following great new changes as parental/maternal leave, 401K matches, and many more.']"
5.0,"Dec 08, 2015","Current  Employee  in San Francisco, California",[' New 401k plan matches 50% up to yearly max. Flexible PTO and great health insurance.']
5.0,"Dec 06, 2015","Current  Employee  in Redmond, Washington State",[' Awesome benefits - only a few companies beat them in terms of benefits I fell. Well equiped offices.']
5.0,"Dec 02, 2015","Current  Employee  in Redmond, Washington State",[' Best in the industry healthcare and maternity/paternity leave.']
4.0,"Dec 10, 2015","Current  Software Engineering  in Bellevue, Washington State",[' High deductible insurance plan is annoying when first starting out; vacation accumulates a bit slowly due to it being incrementally provided']
4.0,"Dec 06, 2015","Current  Employee  in Bellevue, Washington State","["" Matching charitable donations whether it's time or money. Company transportation that's free for employees and includes wifi.""]"
4.0,"Dec 03, 2015","Former  Writer  in Portland, Oregon","[' Comprehensive health insurance, good 401k structure, decent time off.']"
5.0,"Dec 02, 2015","Former  Product Advisor  in Salt Lake City, Utah","["" Best benefits of any company I've ever been with. They take care of you for 401k, health, dental, vision, PTO, sick time, tuition reimbursement, floating holidays, stay fit reimbursement, etc""]"
5.0,"Dec 02, 2015","Current  Employee  in Seattle, Washington State","[' Awesome 401K, lots of vacation days.']"
5.0,"Dec 01, 2015","Current  Employee  in San Francisco, California","[' Best- Great HealthCare options Kaiser or Premiera Blue Cross, Health Savings Accounts, Full medical and dental for the family at no cost other than co-pays and deductibles. Nice Employee Stock Plan Flexible 401K choices Fitness Re-imbursement Extra benefits for Autistic Children Psych Benefits Legal Plan Discounts on merchandise and events via Prime Card program Flexible work at home policy Great work environment. Awesome offices. Free Soda. Life Insurance and ADD and AFLAC Worst Life Insurance is based on multiple of base salary which requires sales staff to pay out of pocket to meet a reasonable multiple of our annual income..']"
5.0,"Nov 30, 2015","Former  Employee  in Redmond, Washington State",[' Great 401k matching. Great health benefits. Discounts on everything from travel to restaurants. Health care is fully covered']
5.0,"Nov 29, 2015","Former  Employee  in Redmond, Washington State","[' 401k matching, matching charitable donations, good health insurance, plenty of vacation time, invested in training and development, opportunities to relocate even internationally']"
4.0,"Nov 29, 2015","Former  Program Manager  in Redmond, Washington State","["" Health care coverage Disability Employee ownership The worst? - my group was in transition to new HR manager when I went out on short-term disability. I lost my access to long-term disability when I returned to work one day too early. This was a hugely costly error w/no recourse; I lost 10's of thousands $$ in l-t disability support, which I desperately needed.""]"
4.0,"Nov 29, 2015","Former  Employee  in Redmond, Washington State","["" It was an excellent bennie plan especially after you met your deductible. However, the drawbacks to health insurance is that if you do use it, HR will use that against you when it's time to downsize. They have their metrics and tracking. So, people who took their health care seriously - by actually going to the doctor, or using some sick leave - or anyone who had to take care of sick kids, or sick partners, got laid off.""]"
4.0,"Nov 29, 2015","Former  Software Engineering  in Redmond, Washington State",[' No cost for health insurance premiums. Company pays high $ into HSA. Negative is that they insurance is high deductible. Good vacation policy.']
4.0,"Nov 28, 2015","Former  Principal Software Development Engineer  in Cambridge, Massachusetts","[' Percentage of health care covered, though decreasing over time.']"
4.0,"Nov 28, 2015","Current  Software Developer  in Redmond, Washington State",[' 50% 401k match is great. There is also an employee stock purchase program that can give you a small amount of free money.']
5.0,"Nov 27, 2015","Current  Senior Program Manager  in Redmond, Washington State","[' Their benefits package is simply the best in the industry. Medical, dental, vision, and HSA are fantastic. 401(k) matching. Gym membership. Etc.']"
5.0,"Nov 26, 2015","Former  Employee  in Redmond, Washington State","[' The best thing are the medical benefits, which are great. There are also a lot of optional benefits which are nice to have.']"
5.0,"Nov 25, 2015","Current  Software Engineer 2  in Redmond, Washington State","[' Matching 401(k) up to 50%, all types of insurance, great health plan, lots of free commute options']"
5.0,"Nov 25, 2015","Current  Service Engineer  in Redmond, Washington State","[' Health insurance, 401k, paid vacations, stock options, lots of perks.']"
5.0,"Nov 25, 2015","Former  Audience Marketing Manager  in Redmond, Washington State","[' The benefits package at Microsoft is great. The elements range from very good health insurance, an HSA, contributions to fitness expenses, Employee Stock Purchase program and 401K.']"
5.0,"Nov 24, 2015","Current  Employee  in Redmond, Washington State","[' health insurance, 401k, maternity/paternity leave, fitness packages and/or gym memberships']"
5.0,"Nov 24, 2015","Current  Employee  in Bellevue, Washington State",[' Health insurance. Stay fit benefits.']
4.0,"Nov 28, 2015","Former  Employee  in Redmond, Washington State","[' Microsoft benefits have slowly lessened over the years but even so, they are still offer one of the better packages. The Healthcare changes are an unfortunate side effect of the government but they could have done other things to offset it. For example, bring back the ESPP where you get a 15% discount on the lowest price during the quarter.']"
3.0,"Nov 25, 2015","Current  Senior Software Developer  in Redmond, Washington State","[' health insurance is good, but each need to pay 1500 for one person 3200 for a family every year']"
1.0,"Nov 24, 2015","Current  Employee  in Redmond, Washington State","["" Get the initial bonus. Quota and extra compensation -forget it. You are going to be driven to a process of becoming anxious and aggressive individual. Don't believe in extra compensations and acceleration points. If you like speed and earn money you might be surfing the wrong waves.""]"
5.0,"Nov 23, 2015","Current  Software Engineering  in Redmond, Washington State","["" Great company that's flexible and gives amazing perks to attract and keep top talent in a competitive marketplace.""]"
5.0,"Nov 22, 2015","Former  Employee  in Redmond, Washington State","[' Overall package is generous, competitive, and multifaceted. In particular, great healthcare options and coverage.']"
5.0,"Nov 20, 2015","Current  Employee  in Bellevue, Washington State","[' Great benefits! Love feeling like my company cares and values me. Breath medical, dental, life insurance 401k etc.']"
5.0,"Nov 19, 2015","Former  Software Development Engineer  in Redmond, Washington State","[' Everything excellent, especially the health insurance.']"
